Gene_name	Species_name	Seq.Identity
CYYR1	Gorilla_gorilla_gorilla	88.2
CYYR1	Gouania_willdenowi	30.7
CYYR1	Grus_americana	40.7
CYYR1	Gymnodraco_acuticeps	33.4
CYYR1	Gymnogyps_californianus	43.6
CYYR1	Haemorhous_mexicanus	37.6
CYYR1	Haliaeetus_albicilla	41.2
CYYR1	Haliaeetus_leucocephalus	39.6
CYYR1	Halichoerus_grypus	39.2
CYYR1	Haplochromis_burtoni	30.8
CYYR1	Harpia_harpyja	42.2
CYYR1	Hemibagrus_wyckioides	30.8
CYYR1	Hemiscyllium_ocellatum	34.3
CYYR1	Heptranchias_perlo	32.4
CYYR1	Heterocephalus_glaber	37.9
CYYR1	Heterodontus_francisci	33.0
CYYR1	Hippocampus_comes	42.4
CYYR1	Hippocampus_zosterae	35.4
CYYR1	Hippoglossus_hippoglossus	36.1
CYYR1	Hippoglossus_stenolepis	36.1
CYYR1	Hippopotamus_amphibius_kiboko	70.4
CYYR1	Hipposideros_armiger	38.6
CYYR1	Homo_sapiens	100.0
CYYR1	Hoplias_malabaricus	32.6
CYYR1	Hyaena_hyaena	39.5
CYYR1	Hyla_sarda	34.9
CYYR1	Hylobates_moloch	84.8
CYYR1	Hypanus_sabinus	19.6
CYYR1	Hyperolius_riggenbachi	32.0
CYYR1	Hypomesus_transpacificus	30.2
CYYR1	Ictalurus_furcatus	31.6
CYYR1	Ictalurus_punctatus	31.1
CYYR1	Ictidomys_tridecemlineatus	41.7
CYYR1	Indicator_indicator	40.8
CYYR1	Jaculus_jaculus	40.4
CYYR1	Kogia_breviceps	64.6
CYYR1	Kryptolebias_marmoratus	30.0
CYYR1	Labeo_rohita	31.8
CYYR1	Labrus_bergylta	32.1
CYYR1	Labrus_mixtus	32.0
CYYR1	Lagenorhynchus_albirostris	68.0
CYYR1	Lagenorhynchus_obliquidens	67.8
CYYR1	Lagopus_muta	36.4
CYYR1	Larimichthys_crocea	31.2
CYYR1	Lates_calcarifer	34.0
CYYR1	Lathamus_discolor	39.9
CYYR1	Latimeria_chalumnae	37.4
CYYR1	Leopardus_geoffroyi	39.1
CYYR1	Lepidothrix_coronata	36.2
CYYR1	Lepisosteus_oculatus	30.2
CYYR1	Leptonychotes_weddellii	39.3
CYYR1	Lepus_europaeus	40.8
CYYR1	Lethenteron_reissneri	28.3
CYYR1	Leucoraja_erinaceus	20.7
CYYR1	Limanda_limanda	39.6
CYYR1	Lipotes_vexillifer	72.7
CYYR1	Lontra_canadensis	39.1
CYYR1	Loxodonta_africana	41.0
CYYR1	Lutra_lutra	39.1
CYYR1	Lynx_canadensis	38.9
CYYR1	Lynx_rufus	38.9
CYYR1	Macaca_fascicularis	75.3
CYYR1	Macaca_mulatta	83.2
CYYR1	Macaca_nemestrina	84.2
CYYR1	Macaca_thibetana_thibetana	74.2
CYYR1	Malaclemys_terrapin_pileata	38.5
CYYR1	Manacus_candei	42.7
CYYR1	Mandrillus_leucophaeus	84.4
CYYR1	Manis_javanica	64.4
CYYR1	Manis_pentadactyla	63.1
CYYR1	Marmota_flaviventris	42.0
CYYR1	Marmota_marmota_marmota	42.1
CYYR1	Marmota_monax	42.0
CYYR1	Mastacembelus_armatus	33.6
CYYR1	Mastomys_coucha	38.2
CYYR1	Mauremys_mutica	38.0
CYYR1	Mauremys_reevesii	42.4
CYYR1	Maylandia_zebra	30.8
CYYR1	Megalobrama_amblycephala	31.9
CYYR1	Megalops_cyprinoides	33.1
CYYR1	Melanerpes_formicivorus	36.4
CYYR1	Melanotaenia_boesemani	32.4
CYYR1	Meleagris_gallopavo	40.6
CYYR1	Meles_meles	40.4
CYYR1	Melopsittacus_undulatus	40.5
CYYR1	Melospiza_georgiana	36.7
CYYR1	Melospiza_melodia_melodia	37.0
CYYR1	Melozone_crissalis	36.6
CYYR1	Meriones_unguiculatus	38.2
CYYR1	Mesocricetus_auratus	39.0
CYYR1	Mesoplodon_densirostris	72.6
CYYR1	Microcebus_murinus	68.6
CYYR1	Micropterus_dolomieu	34.3
CYYR1	Micropterus_salmoides	34.2
CYYR1	Microtus_ochrogaster	38.4
CYYR1	Microtus_oregoni	35.2
CYYR1	Miniopterus_natalensis	33.3
CYYR1	Mirounga_angustirostris	39.2
CYYR1	Mirounga_leonina	39.0
CYYR1	Misgurnus_anguillicaudatus	29.6
CYYR1	Mobula_hypostoma	32.5
CYYR1	Molossus_molossus	39.9
CYYR1	Molothrus_aeneus	40.4
CYYR1	Molothrus_ater	39.5
CYYR1	Monodon_monoceros	43.3
CYYR1	Monopterus_albus	30.4
CYYR1	Moschus_berezovskii	42.2
CYYR1	Motacilla_alba_alba	36.1
CYYR1	Mugil_cephalus	34.2
CYYR1	Muntiacus_reevesi	66.1
CYYR1	Mus_caroli	39.7
CYYR1	Mus_musculus	39.3
CYYR1	Mus_pahari	39.8
CYYR1	Mustela_erminea	39.1
CYYR1	Mustela_lutreola	39.0
CYYR1	Mustela_nigripes	40.4
CYYR1	Mustela_putorius_furo	40.4
CYYR1	Myiozetetes_cayanensis	41.6
CYYR1	Myodes_glareolus	38.6
CYYR1	Myotis_brandtii	41.5
CYYR1	Myotis_daubentonii	41.5
CYYR1	Myotis_davidii	39.6
CYYR1	Myotis_myotis	41.6
CYYR1	Myotis_yumanensis	40.9
CYYR1	Myripristis_murdjan	29.2
CYYR1	Myxocyprinus_asiaticus	34.6
CYYR1	Nannospalax_galili	41.1
CYYR1	Nanorana_parkeri	32.2
CYYR1	Nematolebias_whitei	32.2
CYYR1	Neoarius_graeffei	35.1
CYYR1	Neofelis_nebulosa	39.3
CYYR1	Neogale_vison	39.2
CYYR1	Neomonachus_schauinslandi	45.3
CYYR1	Neopelma_chrysocephalum	37.5
CYYR1	Neophocaena_asiaeorientalis_asiaeorientalis	67.8
CYYR1	Neopsephotus_bourkii	39.9
CYYR1	Nerophis_lumbriciformis	32.0
CYYR1	Nerophis_ophidion	30.8
CYYR1	Nipponia_nippon	38.4
CYYR1	Nothobranchius_furzeri	32.1
CYYR1	Notolabrus_celidotus	30.0
CYYR1	Notothenia_coriiceps	33.0
CYYR1	Numida_meleagris	36.1
CYYR1	Nyctereutes_procyonoides	38.5
CYYR1	Nyctibius_grandis	36.1
CYYR1	Ochotona_curzoniae	39.6
CYYR1	Ochotona_princeps	40.0
CYYR1	Odobenus_rosmarus_divergens	38.7
CYYR1	Oenanthe_melanoleuca	41.0
CYYR1	Oncorhynchus_gorbuscha	31.6
CYYR1	Oncorhynchus_keta	31.5
CYYR1	Oncorhynchus_kisutch	31.6
CYYR1	Oncorhynchus_masou_masou	31.3
CYYR1	Oncorhynchus_mykiss	31.6
CYYR1	Oncorhynchus_tshawytscha	31.5
CYYR1	Onychomys_torridus	38.7
CYYR1	Onychostoma_macrolepis	38.2
CYYR1	Onychostruthus_taczanowskii	46.0
CYYR1	Opisthocomus_hoazin	35.9
CYYR1	Orcinus_orca	67.9
CYYR1	Oreochromis_aureus	30.7
CYYR1	Oreochromis_niloticus	39.4
CYYR1	Ornithorhynchus_anatinus	34.2
CYYR1	Orycteropus_afer_afer	40.1
CYYR1	Oryctolagus_cuniculus	40.4
CYYR1	Oryx_dammah	38.3
CYYR1	Oryzias_latipes	31.5
CYYR1	Oryzias_melastigma	31.3
CYYR1	Osmerus_mordax	30.3
CYYR1	Ovis_aries	41.9
CYYR1	Ovis_canadensis	32.7
CYYR1	Oxyura_jamaicensis	31.2
CYYR1	Pangasianodon_hypophthalmus	30.8
CYYR1	Pan_paniscus	87.8
CYYR1	Panthera_leo	39.2
CYYR1	Panthera_onca	39.2
CYYR1	Panthera_pardus	39.2
CYYR1	Panthera_tigris	39.2
CYYR1	Panthera_uncia	39.2
CYYR1	Pan_troglodytes	87.8
CYYR1	Papio_anubis	73.0
CYYR1	Paralichthys_olivaceus	37.5
CYYR1	Parambassis_ranga	30.4
CYYR1	Paramisgurnus_dabryanus	29.7
CYYR1	Paramormyrops_kingsleyae	36.3
CYYR1	Passer_domesticus	35.5
CYYR1	Passer_montanus	48.0
CYYR1	Patagioenas_fasciata	40.8
CYYR1	Pelecanus_crispus	29.4
CYYR1	Pelmatolapia_mariae	30.5
CYYR1	Pelobates_fuscus	32.7
CYYR1	Pelodiscus_sinensis	44.2
CYYR1	Perca_flavescens	30.5
CYYR1	Perca_fluviatilis	29.6
CYYR1	Periophthalmus_magnuspinnatus	29.0
CYYR1	Perognathus_longimembris_pacificus	36.3
CYYR1	Peromyscus_californicus_insignis	39.5
CYYR1	Peromyscus_eremicus	39.1
CYYR1	Peromyscus_leucopus	38.8
CYYR1	Peromyscus_maniculatus_bairdii	39.0
CYYR1	Petromyzon_marinus	28.4
CYYR1	Pezoporus_flaviventris	39.6
CYYR1	Pezoporus_occidentalis	39.5
CYYR1	Pezoporus_wallicus	39.7
CYYR1	Phacochoerus_africanus	69.7
CYYR1	Phaenicophaeus_curvirostris	35.9
CYYR1	Phalacrocorax_carbo	40.4
CYYR1	Phasianus_colchicus	33.6
CYYR1	Phoca_vitulina	39.2
CYYR1	Phocoena_phocoena	43.3
CYYR1	Phocoena_sinus	67.6
CYYR1	Phodopus_roborovskii	38.0
CYYR1	Phycodurus_eques	31.0
CYYR1	Phyllopteryx_taeniolatus	31.4
CYYR1	Phyllostomus_discolor	40.5
CYYR1	Phyllostomus_hastatus	40.0
CYYR1	Physeter_macrocephalus	68.5
CYYR1	Piliocolobus_tephrosceles	84.1
CYYR1	Pimephales_promelas	30.0
CYYR1	Pipistrellus_kuhlii	41.4
CYYR1	Pipra_filicauda	42.7
CYYR1	Platichthys_flesus	33.0
CYYR1	Plectropomus_leopardus	32.2
CYYR1	Pleurodeles_waltl	35.6
CYYR1	Pleuronectes_platessa	33.2
CYYR1	Poecilia_formosa	39.2
CYYR1	Poecilia_latipinna	40.1
CYYR1	Poecilia_mexicana	21.6
CYYR1	Poecilia_reticulata	31.5
CYYR1	Poeciliopsis_prolifica	31.6
CYYR1	Pogoniulus_pusillus	36.1
CYYR1	Polyodon_spathula	34.9
CYYR1	Polypterus_senegalus	31.3
CYYR1	Pongo_abelii	85.0
CYYR1	Pongo_pygmaeus	84.7
CYYR1	Prinia_subflava	39.6
CYYR1	Prionailurus_bengalensis	38.8
CYYR1	Prionailurus_viverrinus	38.8
CYYR1	Pristis_pectinata	28.6
CYYR1	Propithecus_coquereli	36.4
CYYR1	Protopterus_annectens	32.2
CYYR1	Psammomys_obesus	38.2
CYYR1	Pseudochaenichthys_georgianus	32.8
CYYR1	Pseudoliparis_swirei	32.2
CYYR1	Pseudophryne_corroboree	36.7
CYYR1	Pseudopipra_pipra	42.9
CYYR1	Pseudorasbora_parva	30.6
CYYR1	Pseudorca_crassidens	67.8
CYYR1	Pteronotus_mesoamericanus	38.6
CYYR1	Pteropus_alecto	49.5
CYYR1	Pteropus_giganteus	38.3
CYYR1	Pteropus_vampyrus	50.8
CYYR1	Puma_concolor	60.8
CYYR1	Puma_yagouaroundi	40.4
CYYR1	Pundamilia_nyererei	30.8
CYYR1	Pungitius_pungitius	30.7
CYYR1	Puntigrus_tetrazona	31.5
CYYR1	Pygocentrus_nattereri	32.5
CYYR1	Pygoscelis_adeliae	40.2
CYYR1	Rana_temporaria	47.6
CYYR1	Ranitomeya_imitator	33.3
CYYR1	Rattus_norvegicus	37.3
CYYR1	Rhea_pennata	34.8
CYYR1	Rhincodon_typus	25.0
CYYR1	Rhinolophus_ferrumequinum	39.9
CYYR1	Rhinopithecus_roxellana	83.8
CYYR1	Rissa_tridactyla	45.4
CYYR1	Rousettus_aegyptiacus	38.8
CYYR1	Saccopteryx_bilineata	41.2
CYYR1	Saccopteryx_leptura	41.0
CYYR1	Salmo_salar	31.3
CYYR1	Salmo_trutta	31.3
CYYR1	Salvelinus_fontinalis	32.0
CYYR1	Salvelinus_namaycush	30.7
CYYR1	Sander_lucioperca	31.2
CYYR1	Sardina_pilchardus	30.4
CYYR1	Scatophagus_argus	32.0
CYYR1	Sciurus_carolinensis	41.5
CYYR1	Scleropages_formosus	34.3
CYYR1	Scomber_japonicus	31.2
CYYR1	Scomber_scombrus	31.0
CYYR1	Scophthalmus_maximus	35.7
CYYR1	Scyliorhinus_canicula	31.7
CYYR1	Sebastes_umbrosus	32.6
CYYR1	Semicossyphus_pulcher	30.4
CYYR1	Serinus_canaria	37.1
CYYR1	Seriola_aureovittata	31.7
CYYR1	Seriola_dumerili	32.1
CYYR1	Seriola_lalandi_dorsalis	31.7
CYYR1	Silurus_meridionalis	34.1
CYYR1	Simochromis_diagramma	38.4
CYYR1	Siniperca_chuatsi	31.1
CYYR1	Sinocyclocheilus_grahami	26.4
CYYR1	Solea_senegalensis	31.8
CYYR1	Solea_solea	31.8
CYYR1	Sorex_araneus	42.3
CYYR1	Sorex_fumeus	40.4
CYYR1	Sparus_aurata	32.2
CYYR1	Spea_bombifrons	36.1
CYYR1	Sphaeramia_orbicularis	32.0
CYYR1	Stegastes_partitus	31.5
CYYR1	Stegostoma_tigrinum	33.0
CYYR1	Strigops_habroptila	41.1
CYYR1	Struthio_camelus	36.0
CYYR1	Sturnira_hondurensis	40.7
CYYR1	Sturnus_vulgaris	21.9
CYYR1	Suncus_etruscus	41.0
CYYR1	Suricata_suricatta	39.0
CYYR1	Sus_scrofa	69.4
CYYR1	Symphalangus_syndactylus	84.7
CYYR1	Synchiropus_splendidus	34.3
CYYR1	Syngnathoides_biaculeatus	34.2
CYYR1	Tachysurus_fulvidraco	26.7
CYYR1	Tachysurus_vachellii	29.7
CYYR1	Takifugu_flavidus	32.1
CYYR1	Takifugu_rubripes	32.0
CYYR1	Talpa_occidentalis	40.6
CYYR1	Thalassophryne_amazonica	32.2
CYYR1	Theropithecus_gelada	83.5
CYYR1	Thunnus_albacares	33.0
CYYR1	Thunnus_maccoyii	33.0
CYYR1	Thunnus_thynnus	33.0
CYYR1	Tinamus_guttatus	40.1
CYYR1	Toxotes_jaculatrix	30.9
CYYR1	Trachemys_scripta_elegans	38.7
CYYR1	Trachypithecus_francoisi	84.3
CYYR1	Trematomus_bernacchii	33.9
CYYR1	Trichechus_manatus_latirostris	69.6
CYYR1	Trichomycterus_rosablanca	32.0
CYYR1	Triplophysa_dalaica	29.6
CYYR1	Triplophysa_rosa	30.1
CYYR1	Tupaia_chinensis	68.0
CYYR1	Tursiops_truncatus	43.4
CYYR1	Tympanuchus_pallidicinctus	36.9
CYYR1	Tyto_alba	49.7
CYYR1	Urocitellus_parryii	41.2
CYYR1	Ursus_americanus	39.1
CYYR1	Ursus_arctos	39.1
CYYR1	Ursus_maritimus	39.1
CYYR1	Vidua_chalybeata	36.6
CYYR1	Vidua_macroura	51.0
CYYR1	Vulpes_lagopus	38.3
CYYR1	Vulpes_vulpes	38.1
CYYR1	Xenopus_tropicalis	34.2
CYYR1	Xiphias_gladius	30.8
CYYR1	Xiphophorus_couchianus	31.6
CYYR1	Xiphophorus_hellerii	30.6
CYYR1	Xiphophorus_maculatus	33.9
CYYR1	Xyrauchen_texanus	31.8
CYYR1	Zalophus_californianus	37.1
CYYR1	Zonotrichia_albicollis	37.1
CYYR1	Zonotrichia_leucophrys_gambelii	16.6
DIP2A	Accipiter_gentilis	75.7
DIP2A	Acinonyx_jubatus	87.6
DIP2A	Acomys_russatus	85.1
DIP2A	Agelaius_phoeniceus	77.0
DIP2A	Ailuropoda_melanoleuca	58.0
DIP2A	Alexandromys_fortis	84.4
DIP2A	Alligator_mississippiensis	75.4
DIP2A	Alligator_sinensis	69.9
DIP2A	Ambystoma_mexicanum	74.6
DIP2A	Ammospiza_caudacuta	71.5
DIP2A	Ammospiza_nelsoni	77.2
DIP2A	Anas_acuta	75.4
DIP2A	Anas_platyrhynchos	75.3
DIP2A	Anomalospiza_imberbis	77.0
DIP2A	Anser_cygnoides	75.4
DIP2A	Antechinus_flavipes	78.3
DIP2A	Aotus_nancymaae	93.8
DIP2A	Apaloderma_vittatum	74.7
DIP2A	Aphelocoma_coerulescens	76.6
DIP2A	Apodemus_sylvaticus	84.2
DIP2A	Apteryx_mantelli	75.6
DIP2A	Apteryx_rowi	75.6
DIP2A	Apus_apus	77.3
DIP2A	Aquila_chrysaetos_chrysaetos	75.6
DIP2A	Artibeus_jamaicensis	85.7
DIP2A	Arvicanthis_niloticus	84.8
DIP2A	Arvicola_amphibius	84.1
DIP2A	Athene_cunicularia	75.0
DIP2A	Aythya_fuligula	75.5
DIP2A	Balaenoptera_acutorostrata	84.0
DIP2A	Balaenoptera_musculus	84.2
DIP2A	Balaenoptera_ricei	81.2
DIP2A	Bison_bison_bison	79.5
DIP2A	Bombina_bombina	72.1
DIP2A	Bos_indicus_x_Bos_taurus	84.3
DIP2A	Bos_javanicus	83.9
DIP2A	Bos_mutus	83.7
DIP2A	Bos_taurus	83.7
DIP2A	Bubalus_bubalis	83.8
DIP2A	Bubalus_kerabau	83.7
DIP2A	Budorcas_taxicolor	84.5
DIP2A	Bufo_bufo	73.2
DIP2A	Bufo_gargarizans	73.4
DIP2A	Calidris_pugnax	75.2
DIP2A	Callithrix_jacchus	93.6
DIP2A	Callorhinus_ursinus	86.3
DIP2A	Caloenas_nicobarica	76.6
DIP2A	Calypte_anna	76.8
DIP2A	Camarhynchus_parvulus	77.0
DIP2A	Camelus_bactrianus	80.2
DIP2A	Camelus_dromedarius	83.0
DIP2A	Camelus_ferus	83.1
DIP2A	Canis_lupus_dingo	86.4
DIP2A	Canis_lupus_familiaris	86.5
DIP2A	Capra_hircus	83.5
DIP2A	Capricornis_sumatraensis	84.4
DIP2A	Caretta_caretta	76.8
DIP2A	Carlito_syrichta	88.7
DIP2A	Catharus_ustulatus	77.3
DIP2A	Cavia_porcellus	86.1
DIP2A	Cebus_imitator	93.9
DIP2A	Centrocercus_urophasianus	75.6
DIP2A	Ceratotherium_simum_simum	86.2
DIP2A	Cercocebus_atys	95.1
DIP2A	Cervus_canadensis	83.5
DIP2A	Cervus_elaphus	83.4
DIP2A	Chaetura_pelagica	74.8
DIP2A	Chamaea_fasciata	76.7
DIP2A	Charadrius_vociferus	73.8
DIP2A	Chelonia_mydas	76.8
DIP2A	Chelonoidis_abingdonii	70.4
DIP2A	Chinchilla_lanigera	86.1
DIP2A	Chionomys_nivalis	84.8
DIP2A	Chlorocebus_sabaeus	94.9
DIP2A	Choloepus_didactylus	83.6
DIP2A	Chroicocephalus_ridibundus	75.8
DIP2A	Chrysemys_picta_bellii	76.4
DIP2A	Chrysochloris_asiatica	81.6
DIP2A	Cinclus_cinclus	77.3
DIP2A	Colius_striatus	76.1
DIP2A	Colobus_angolensis_palliatus	92.9
DIP2A	Columba_livia	76.9
DIP2A	Corapipo_altera	75.7
DIP2A	Corvus_brachyrhynchos	71.4
DIP2A	Corvus_cornix_cornix	77.1
DIP2A	Corvus_hawaiiensis	76.9
DIP2A	Corvus_kubaryi	77.1
DIP2A	Corvus_moneduloides	77.1
DIP2A	Coturnix_japonica	75.9
DIP2A	Cricetulus_griseus	84.6
DIP2A	Crocodylus_porosus	69.9
DIP2A	Cuculus_canorus	74.8
DIP2A	Cyanistes_caeruleus	75.4
DIP2A	Cygnus_atratus	74.7
DIP2A	Cynocephalus_volans	88.8
DIP2A	Cyrtonyx_montezumae	75.2
DIP2A	Dama_dama	83.6
DIP2A	Dasypus_novemcinctus	82.4
DIP2A	Delphinapterus_leucas	81.2
DIP2A	Delphinus_delphis	83.9
DIP2A	Dendropsophus_ebraccatus	72.8
DIP2A	Dermochelys_coriacea	76.4
DIP2A	Desmodus_rotundus	85.5
DIP2A	Diceros_bicornis_minor	82.9
DIP2A	Dipodomys_ordii	81.8
DIP2A	Dipodomys_spectabilis	85.5
DIP2A	Dromaius_novaehollandiae	75.6
DIP2A	Dromiciops_gliroides	78.3
DIP2A	Dryobates_pubescens	75.9
DIP2A	Echinops_telfairi	81.2
DIP2A	Elephantulus_edwardii	84.1
DIP2A	Elephas_maximus_indicus	84.7
DIP2A	Eleutherodactylus_coqui	72.2
DIP2A	Empidonax_traillii	73.3
DIP2A	Emydura_macquarii_macquarii	76.2
DIP2A	Emys_orbicularis	76.1
DIP2A	Enhydra_lutris_kenyoni	84.7
DIP2A	Eptesicus_fuscus	85.7
DIP2A	Equus_asinus	88.0
DIP2A	Equus_caballus	87.9
DIP2A	Equus_przewalskii	88.0
DIP2A	Equus_quagga	87.4
DIP2A	Erinaceus_europaeus	82.7
DIP2A	Eschrichtius_robustus	84.3
DIP2A	Eubalaena_glacialis	84.6
DIP2A	Eulemur_rufifrons	89.4
DIP2A	Eumetopias_jubatus	86.3
DIP2A	Falco_biarmicus	76.3
DIP2A	Falco_cherrug	76.3
DIP2A	Falco_naumanni	76.2
DIP2A	Falco_peregrinus	76.3
DIP2A	Falco_rusticolus	76.4
DIP2A	Felis_catus	87.8
DIP2A	Ficedula_albicollis	74.9
DIP2A	Fukomys_damarensis	85.0
DIP2A	Galeopterus_variegatus	69.2
DIP2A	Gallus_gallus	73.9
DIP2A	Gavialis_gangeticus	70.2
DIP2A	Gavia_stellata	75.5
DIP2A	Geospiza_fortis	75.7
DIP2A	Globicephala_melas	83.9
DIP2A	Gopherus_evgoodei	76.0
DIP2A	Gopherus_flavomarginatus	75.9
DIP2A	Gorilla_gorilla_gorilla	97.1
DIP2A	Gracilinanus_agilis	50.2
DIP2A	Grammomys_surdaster	84.3
DIP2A	Grus_americana	75.9
DIP2A	Gymnogyps_californianus	75.6
DIP2A	Haemorhous_mexicanus	77.3
DIP2A	Haliaeetus_albicilla	75.6
DIP2A	Haliaeetus_leucocephalus	69.8
DIP2A	Harpia_harpyja	74.2
DIP2A	Heterocephalus_glaber	86.0
DIP2A	Hippopotamus_amphibius_kiboko	83.3
DIP2A	Hipposideros_armiger	81.3
DIP2A	Hirundo_rustica	77.3
DIP2A	Homo_sapiens	100.0
DIP2A	Hyaena_hyaena	86.7
DIP2A	Hyla_sarda	72.9
DIP2A	Hylobates_moloch	96.2
DIP2A	Hyperolius_riggenbachi	72.6
DIP2A	Ictidomys_tridecemlineatus	79.0
DIP2A	Indicator_indicator	75.8
DIP2A	Jaculus_jaculus	86.2
DIP2A	Kogia_breviceps	83.7
DIP2A	Lagenorhynchus_albirostris	81.0
DIP2A	Lagenorhynchus_obliquidens	82.6
DIP2A	Lagopus_leucura	76.1
DIP2A	Lagopus_muta	76.2
DIP2A	Lathamus_discolor	75.3
DIP2A	Lemur_catta	80.6
DIP2A	Leopardus_geoffroyi	87.6
DIP2A	Lepidothrix_coronata	75.1
DIP2A	Leptonychotes_weddellii	74.1
DIP2A	Lepus_europaeus	86.4
DIP2A	Lipotes_vexillifer	83.6
DIP2A	Lonchura_striata	77.1
DIP2A	Lontra_canadensis	85.3
DIP2A	Loxodonta_africana	84.6
DIP2A	Lutra_lutra	84.4
DIP2A	Lynx_canadensis	85.1
DIP2A	Lynx_rufus	85.2
DIP2A	Macaca_fascicularis	95.0
DIP2A	Macaca_mulatta	95.1
DIP2A	Macaca_nemestrina	92.0
DIP2A	Macaca_thibetana_thibetana	95.2
DIP2A	Malaclemys_terrapin_pileata	76.3
DIP2A	Manacus_candei	77.1
DIP2A	Manacus_vitellinus	75.7
DIP2A	Mandrillus_leucophaeus	87.7
DIP2A	Manis_javanica	82.0
DIP2A	Manis_pentadactyla	82.3
DIP2A	Marmota_flaviventris	85.1
DIP2A	Marmota_marmota_marmota	79.2
DIP2A	Marmota_monax	85.7
DIP2A	Mastomys_coucha	85.0
DIP2A	Mauremys_mutica	70.4
DIP2A	Mauremys_reevesii	75.9
DIP2A	Melanerpes_formicivorus	75.4
DIP2A	Meleagris_gallopavo	74.2
DIP2A	Meles_meles	84.5
DIP2A	Melopsittacus_undulatus	75.7
DIP2A	Melospiza_georgiana	77.8
DIP2A	Melospiza_melodia_melodia	77.7
DIP2A	Melozone_crissalis	77.9
DIP2A	Meriones_unguiculatus	83.2
DIP2A	Mesocricetus_auratus	83.5
DIP2A	Mesoplodon_densirostris	81.8
DIP2A	Microcebus_murinus	89.5
DIP2A	Microtus_ochrogaster	75.0
DIP2A	Microtus_oregoni	85.0
DIP2A	Miniopterus_natalensis	86.1
DIP2A	Mirounga_angustirostris	85.0
DIP2A	Mirounga_leonina	83.7
DIP2A	Molothrus_aeneus	77.6
DIP2A	Molothrus_ater	77.6
DIP2A	Monodon_monoceros	82.7
DIP2A	Moschus_berezovskii	83.1
DIP2A	Motacilla_alba_alba	77.3
DIP2A	Muntiacus_reevesi	83.6
DIP2A	Mus_caroli	85.0
DIP2A	Mus_musculus	84.9
DIP2A	Mus_pahari	84.9
DIP2A	Mustela_erminea	84.1
DIP2A	Mustela_lutreola	84.8
DIP2A	Mustela_nigripes	83.3
DIP2A	Mustela_putorius_furo	84.2
DIP2A	Myiozetetes_cayanensis	76.2
DIP2A	Myodes_glareolus	78.0
DIP2A	Myotis_brandtii	82.5
DIP2A	Myotis_daubentonii	85.8
DIP2A	Myotis_davidii	82.5
DIP2A	Myotis_lucifugus	85.9
DIP2A	Myotis_myotis	85.9
DIP2A	Myotis_yumanensis	86.4
DIP2A	Nannospalax_galili	84.0
DIP2A	Nanorana_parkeri	72.8
DIP2A	Neofelis_nebulosa	87.8
DIP2A	Neogale_vison	84.3
DIP2A	Neomonachus_schauinslandi	86.2
DIP2A	Neopelma_chrysocephalum	77.2
DIP2A	Neophocaena_asiaeorientalis_asiaeorientalis	78.1
DIP2A	Neopsephotus_bourkii	74.6
DIP2A	Nipponia_nippon	66.7
DIP2A	Nomascus_leucogenys	95.4
DIP2A	Nothoprocta_perdicaria	76.2
DIP2A	Numida_meleagris	73.2
DIP2A	Nyctereutes_procyonoides	86.5
DIP2A	Nyctibius_grandis	75.8
DIP2A	Nycticebus_coucang	87.7
DIP2A	Ochotona_curzoniae	83.0
DIP2A	Ochotona_princeps	83.5
DIP2A	Octodon_degus	82.5
DIP2A	Odobenus_rosmarus_divergens	86.3
DIP2A	Odocoileus_virginianus	84.3
DIP2A	Oenanthe_melanoleuca	76.6
DIP2A	Onychomys_torridus	84.7
DIP2A	Onychostruthus_taczanowskii	75.3
DIP2A	Opisthocomus_hoazin	73.2
DIP2A	Orcinus_orca	82.5
DIP2A	Ornithorhynchus_anatinus	77.0
DIP2A	Orycteropus_afer_afer	84.5
DIP2A	Oryctolagus_cuniculus	87.1
DIP2A	Oryx_dammah	83.6
DIP2A	Otolemur_garnettii	87.1
DIP2A	Ovis_aries	83.5
DIP2A	Ovis_canadensis	83.4
DIP2A	Oxyura_jamaicensis	75.7
DIP2A	Pan_paniscus	97.3
DIP2A	Panthera_leo	84.7
DIP2A	Panthera_onca	87.6
DIP2A	Panthera_pardus	87.7
DIP2A	Panthera_tigris	84.7
DIP2A	Panthera_uncia	87.1
DIP2A	Pan_troglodytes	96.4
DIP2A	Papio_anubis	95.1
DIP2A	Parus_major	77.1
DIP2A	Passer_domesticus	77.5
DIP2A	Passer_montanus	76.0
DIP2A	Patagioenas_fasciata	76.5
DIP2A	Pelobates_fuscus	72.1
DIP2A	Pelodiscus_sinensis	71.3
DIP2A	Perognathus_longimembris_pacificus	84.9
DIP2A	Peromyscus_californicus_insignis	85.2
DIP2A	Peromyscus_eremicus	81.6
DIP2A	Peromyscus_leucopus	85.0
DIP2A	Peromyscus_maniculatus_bairdii	85.0
DIP2A	Petaurus_breviceps_papuanus	78.1
DIP2A	Pezoporus_flaviventris	74.6
DIP2A	Pezoporus_occidentalis	74.6
DIP2A	Pezoporus_wallicus	74.6
DIP2A	Phacochoerus_africanus	83.2
DIP2A	Phaenicophaeus_curvirostris	74.6
DIP2A	Phalacrocorax_carbo	74.8
DIP2A	Phascolarctos_cinereus	77.6
DIP2A	Phasianus_colchicus	75.6
DIP2A	Phoca_vitulina	86.8
DIP2A	Phocoena_phocoena	84.0
